bookID,title,authors,average_rating,language_code,  num_pages,publisher,Imp_Features,bookID_idx
20182,Deadlock,James Scott Bell,3.96,eng,319,Zondervan,Deadlock James Scott Bell Zondervan,4738
20183,Breach of Promise,James Scott Bell,4,eng,345,Zondervan,Breach of Promise James Scott Bell Zondervan,4739
20219,Keats's Poetry and Prose,John Keats/Jeffrey N. Cox,4.3,eng,673,W. W. Norton & Company,Keats's Poetry and Prose John Keats/Jeffrey N. Cox W. W. Norton & Company,4740
20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,eng,384,William Morrow,A False Mirror (Inspector Ian Rutledge  #9) Charles Todd William Morrow,4741
20234,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,eng,323,St. Martin's Paperbacks,Wings of Fire (Inspector Ian Rutledge  #2) Charles Todd St. Martin's Paperbacks,4742
20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.15,eng,416,Bantam,A Cold Treachery (Inspector Ian Rutledge  #7) Charles Todd Bantam,4743
20236,The Murder Stone,Charles Todd,3.83,eng,416,Bantam,The Murder Stone Charles Todd Bantam,4744
20237,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15,eng,356,Bantam Books,Legacy of the Dead (Inspector Ian Rutledge  #4) Charles Todd Bantam Books,4745
20238,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,eng,384,Bantam,A Fearsome Doubt (Inspector Ian Rutledge  #6) Charles Todd Bantam,4746
20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.99,eng,421,Bantam,Watchers of Time (Inspector Ian Rutledge  #5) Charles Todd Bantam,4747
20240,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4.01,eng,310,St. Martin's Press,Search the Dark (Inspector Ian Rutledge  #3) Charles Todd St. Martin's Press,4748
20249,Hunters of Dune (Dune Chronicles  #7),Brian Herbert/Kevin J. Anderson,3.65,eng,524,Tor Books,Hunters of Dune (Dune Chronicles  #7) Brian Herbert/Kevin J. Anderson Tor Books,4749
20250,The Battle Of Corrin (Legends of Dune  #3),Brian Herbert/Kevin J. Anderson,3.74,eng,624,Hodder & Stoughton Ltd,The Battle Of Corrin (Legends of Dune  #3) Brian Herbert/Kevin J. Anderson Hodder & Stoughton Ltd,4750
20252,House Corrino (Prelude to Dune #3),Brian Herbert/Kevin J. Anderson,3.68,eng,667,Spectra Books,House Corrino (Prelude to Dune #3) Brian Herbert/Kevin J. Anderson Spectra Books,4751
20253,House Harkonnen (Prelude to Dune #2),Brian Herbert/Kevin J. Anderson,3.67,eng,733,Spectra Books,House Harkonnen (Prelude to Dune #2) Brian Herbert/Kevin J. Anderson Spectra Books,4752
20254,Doctor Who: The Inside Story,Gary Russell,4.22,eng,256,BBC Books,Doctor Who: The Inside Story Gary Russell BBC Books,4753
20258,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,3.38,eng,246,Big Finish,Doctor Who Short Trips: Repercussions Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen Big Finish,4754
20264,Gerontius,James Hamilton-Paterson,3.74,eng,272,Not Avail,Gerontius James Hamilton-Paterson Not Avail,4755
20287,Hellstrom's Hive,Frank Herbert,3.69,eng,312,Bantam Books (NY),Hellstrom's Hive Frank Herbert Bantam Books (NY),4756
20315,The Dark City (Eliot Ness  #1),Max Allan Collins,3.88,eng,233,Severn House Publishers,The Dark City (Eliot Ness  #1) Max Allan Collins Severn House Publishers,4757
20316,Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98,eng,197,Severn House Publishers,Bullet Proof (Eliot Ness  #3) Max Allan Collins Severn House Publishers,4758
20323,The Penguin Companion to European Literature,Anthony Thorlby,4.5,eng,907,Penguin Books,The Penguin Companion to European Literature Anthony Thorlby Penguin Books,4759
20327,West To Eden,Gloria Goldreich,3.77,eng,501,Avon Books,West To Eden Gloria Goldreich Avon Books,4760
20343,The Various,Steve Augarde,3.71,eng,448,Yearling,The Various Steve Augarde Yearling,4761
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.08,eng,498,Anchor,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career George Plimpton Anchor,4762
20355,The Burnt Orange Heresy,Charles Willeford,3.9,eng,144,Carroll & Graf,The Burnt Orange Heresy Charles Willeford Carroll & Graf,4763
20367,Ewan McGregor: From Junkie to Jedi,Brian J. Robb,2.8,eng,144,Plexus Publishing,Ewan McGregor: From Junkie to Jedi Brian J. Robb Plexus Publishing,4764
20381,Shadow Twin,Gardner Dozois/George R.R. Martin/Daniel Abraham,3.57,eng,114,Subterranean Press,Shadow Twin Gardner Dozois/George R.R. Martin/Daniel Abraham Subterranean Press,4765
20408,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson/Barry Menikoff,4.13,eng,818,Modern Library,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales Robert Louis Stevenson/Barry Menikoff Modern Library,4766
20410,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson/Charles Neider,4.21,eng,720,Da Capo Press,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels Robert Louis Stevenson/Charles Neider Da Capo Press,4767
20413,A Child's Garden of Verses,Robert Louis Stevenson/Tasha Tudor,4.3,eng,67,Simon & Schuster Books for Young Readers,A Child's Garden of Verses Robert Louis Stevenson/Tasha Tudor Simon & Schuster Books for Young Readers,4768
20417,Have Space Suit—Will Travel,Robert A. Heinlein,3.9,eng,276,Pocket Books,Have Space Suit—Will Travel Robert A. Heinlein Pocket Books,4769
20420,Practicalities,Marguerite Duras/Barbara Bray,3.98,eng,143,Grove Press,Practicalities Marguerite Duras/Barbara Bray Grove Press,4770
20423,India Song,Marguerite Duras/Barbara Bray,3.57,eng,146,Grove Press,India Song Marguerite Duras/Barbara Bray Grove Press,4771
20424,Clown,Quentin Blake,3.98,en-US,32,Henry Holt and Co. (BYR),Clown Quentin Blake Henry Holt and Co. (BYR),4772
20425,The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken/Quentin Blake,4.33,eng,62,Barn Owl Books,The Spiral Stair (Arabel and Mortimer  #6) Joan Aiken/Quentin Blake Barn Owl Books,4773
20429,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban/Quentin Blake,4.18,eng,32,David R. Godine,A Near Thing for Captain Najork (Captain Najork #2) Russell Hoban/Quentin Blake David R. Godine,4774
20498,Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea/Tim Halliday/Jonathan Metcalf,4,eng,256,DK Publishing (Dorling Kindersley),Reptiles and Amphibians (Smithsonian Handbooks) Mark O'Shea/Tim Halliday/Jonathan Metcalf DK Publishing (Dorling Kindersley),4775
20501,The Camera (Ansel Adams Photography  #1),Ansel Adams/Robert Hardy Baker,4.16,eng,195,Little  Brown and Company,The Camera (Ansel Adams Photography  #1) Ansel Adams/Robert Hardy Baker Little  Brown and Company,4776
20502,The Negative (Ansel Adams Photography  #2),Ansel Adams/Robert Hardy Baker,4.4,en-US,265,Little  Brown and Company,The Negative (Ansel Adams Photography  #2) Ansel Adams/Robert Hardy Baker Little  Brown and Company,4777
20505,The Print (Ansel Adams Photography  #3),Ansel Adams/Robert Hardy Baker,4.37,en-US,203,Little  Brown and Company,The Print (Ansel Adams Photography  #3) Ansel Adams/Robert Hardy Baker Little  Brown and Company,4778
20509,The Changing Status of the Artist,Emma Barker/Nick Webb/Kim W. Woods,3.93,eng,260,Yale University Press,The Changing Status of the Artist Emma Barker/Nick Webb/Kim W. Woods Yale University Press,4779
20517,Vicars of Christ: A History of the Popes,Charles A. Coulombe,3.94,en-US,492,Citadel,Vicars of Christ: A History of the Popes Charles A. Coulombe Citadel,4780
20518,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,Stanley Bing,3.11,en-US,368,Harper Business,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe Stanley Bing Harper Business,4781
20519,What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,3.45,eng,176,Harper Business,What Would Machiavelli Do?: The Ends Justify the Meanness Stanley Bing Harper Business,4782
20525,William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,4.25,eng,622,Houghton Mifflin Harcourt,William James: In the Maelstrom of American Modernism Robert D. Richardson Jr. Houghton Mifflin Harcourt,4783
20531,Cliffs Notes on Wright's Black Boy,Carl Senna/CliffsNotes/Richard Wright,3.75,eng,56,Cliffs Notes,Cliffs Notes on Wright's Black Boy Carl Senna/CliffsNotes/Richard Wright Cliffs Notes,4784
20547,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln/Bob Blaisdell,4.15,eng,96,Dover Publications,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations Abraham Lincoln/Bob Blaisdell Dover Publications,4785
20549,Speeches and Writings 1832–1858,Abraham Lincoln/Don E. Fehrenbacher,4.36,eng,898,Library of America,Speeches and Writings 1832–1858 Abraham Lincoln/Don E. Fehrenbacher Library of America,4786
20552,Selected Speeches and Writings,Abraham Lincoln/Gore Vidal,4.22,eng,515,Vintage Books USA,Selected Speeches and Writings Abraham Lincoln/Gore Vidal Vintage Books USA,4787
20562,George Eliot: The Last Victorian,Kathryn  Hughes,4.05,eng,416,Cooper Square Press,George Eliot: The Last Victorian Kathryn  Hughes Cooper Square Press,4788
20564,The Mill on the Floss,George Eliot/A.S. Byatt,3.79,eng,579,Penguin Classics,The Mill on the Floss George Eliot/A.S. Byatt Penguin Classics,4789
20567,Scenes of Clerical Life,George Eliot/Thomas A. Noble,3.78,eng,310,Oxford University Press,Scenes of Clerical Life George Eliot/Thomas A. Noble Oxford University Press,4790
20645,Terry Jones' Medieval Lives,Terry Jones/Alan Ereira,4.02,eng,240,BBC Books,Terry Jones' Medieval Lives Terry Jones/Alan Ereira BBC Books,4791
20646,Terry Jones' Fairy Tales,Terry Jones/Michael Foreman,4.25,eng,160,Puffin,Terry Jones' Fairy Tales Terry Jones/Michael Foreman Puffin,4792
20657,Some Ether,Nick Flynn,4.16,eng,85,Graywolf Press,Some Ether Nick Flynn Graywolf Press,4793
20660,Tin House: Evil (Volume 8 no. 3),Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,3.9,eng,224,Tin House Magazine,Tin House: Evil (Volume 8 no. 3) Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine Tin House Magazine,4794
20661,A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn/Shirley McPhillips/Philippa Stratton,4.12,eng,256,Stenhouse Publishers,A Note Slipped Under the Door: Teaching from Poems We Love Nick Flynn/Shirley McPhillips/Philippa Stratton Stenhouse Publishers,4795
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11,eng,288,Scribner,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament Robert M. Sapolsky Scribner,4796
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James/Leon Edel/Mark Wilson,4.26,eng,1504,Library of America,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers Henry James/Leon Edel/Mark Wilson Library of America,4797
20679,Advanced Statistics Demystified,Larry J. Stephens,4,eng,324,McGraw-Hill Education,Advanced Statistics Demystified Larry J. Stephens McGraw-Hill Education,4798
20687,Lilly's Big Day,Kevin Henkes,4.2,en-US,40,Greenwillow Books,Lilly's Big Day Kevin Henkes Greenwillow Books,4799
20692,Chester's Way,Kevin Henkes,4.22,eng,32,Greenwillow Books,Chester's Way Kevin Henkes Greenwillow Books,4800
20694,Julius  the Baby of the World,Kevin Henkes,4.28,eng,32,Greenwillow Books,Julius  the Baby of the World Kevin Henkes Greenwillow Books,4801
20738,Forms of Talk,Erving Goffman,3.81,eng,344,University of Pennsylvania Press,Forms of Talk Erving Goffman University of Pennsylvania Press,4802
20741,Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,eng,288,Pantheon,Interaction Ritual - Essays on Face-to-Face Behavior Erving Goffman Pantheon,4803
20749,Study Bible: NIV,Anonymous,4.7,eng,2198,Zondervan Publishing House,Study Bible: NIV Anonymous Zondervan Publishing House,4804
20775,My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh/Alexandra Ivy,3.73,eng,256,Zebra,My Lord Eternity (Immortal Rogues  #2) Debbie Raleigh/Alexandra Ivy Zebra,4805
20781,Aesop's Fables,Aesop/Ann McGovern,4.05,eng,80,Scholastic Paperbacks,Aesop's Fables Aesop/Ann McGovern Scholastic Paperbacks,4806
20794,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne/Jim Brandenburg,4.06,eng,48,HMH Books for Young Readers,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf Stephen R. Swinburne/Jim Brandenburg HMH Books for Young Readers,4807
20800,Conversations with Don DeLillo,Don DeLillo/Thomas DePietro,4.06,en-US,183,University Press of Mississippi,Conversations with Don DeLillo Don DeLillo/Thomas DePietro University Press of Mississippi,4808
20807,Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.93,eng,432,Mariner Books,Inventing America: Jefferson's Declaration of Independence Garry Wills Mariner Books,4809
20810,Venice: Lion City: The Religion of Empire,Garry Wills,3.76,eng,416,Washington Square Press,Venice: Lion City: The Religion of Empire Garry Wills Washington Square Press,4810
20812,Four Weddings and a Funeral,Richard Curtis,3.75,eng,128,St. Martin's Griffin,Four Weddings and a Funeral Richard Curtis St. Martin's Griffin,4811
20813,Halloween,Richard Curtis,4.13,eng,166,Bantam,Halloween Richard Curtis Bantam,4812
20833,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.5,eng,320,Simon & Schuster,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray William Murray Simon & Schuster,4813
20848,Catch That Pass!,Matt Christopher,3.91,eng,130,Little  Brown Books for Young Readers,Catch That Pass! Matt Christopher Little  Brown Books for Young Readers,4814
20862,Divide and Conquer (Tom Clancy's Op-Center  #7),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.8,eng,372,Berkley,Divide and Conquer (Tom Clancy's Op-Center  #7) Jeff Rovin/Tom Clancy/Steve Pieczenik Berkley,4815
20865,Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane/Tom Clancy/Steve Pieczenik,4.17,eng,192,Berkley,Death Match (Tom Clancy's Net Force Explorers  #18) Diane Duane/Tom Clancy/Steve Pieczenik Berkley,4816
20867,Line of Control (Tom Clancy's Op-Center  #8),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.86,eng,384,Berkley,Line of Control (Tom Clancy's Op-Center  #8) Jeff Rovin/Tom Clancy/Steve Pieczenik Berkley,4817
20868,Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89,eng,400,Berkley Books,Sea of Fire (Tom Clancy's Op-Center  #10) Jeff Rovin/Tom Clancy/Steve Pieczenik Berkley Books,4818
20869,One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),Diane Duane/Tom Clancy/Steve Pieczenik,3.95,eng,182,Berkley Publishing Group,One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3) Diane Duane/Tom Clancy/Steve Pieczenik Berkley Publishing Group,4819
20873,Aliens: Nightmare Asylum,Steve Perry,3.67,en-US,277,Spectra Books,Aliens: Nightmare Asylum Steve Perry Spectra Books,4820
20876,The Omega Cage (Matador  #4),Steve Perry/Michael Reaves,3.78,eng,256,Ace,The Omega Cage (Matador  #4) Steve Perry/Michael Reaves Ace,4821
20879,The 97th Step (Matador  #5),Steve Perry,4.22,eng,304,Ace,The 97th Step (Matador  #5) Steve Perry Ace,4822
20891,A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,4.1,eng,500,Headline,A Friar's Bloodfeud (Knights Templar  #20) Michael Jecks Headline,4823
20895,Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.06,eng,352,Headline Book Publishing,Death Ship of Dartmouth (Knights Templar  #21) Michael Jecks Headline Book Publishing,4824
20913,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan/Wayne G. Broehl Jr.,4.75,eng,256,Voyageur Press,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History Don Macmillan/Wayne G. Broehl Jr. Voyageur Press,4825
20928,Phantoms,Rosalind M. Greenberg,3.38,eng,270,DAW,Phantoms Rosalind M. Greenberg DAW,4826
20929,Fantasy Gone Wrong,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,3.45,eng,309,DAW,Fantasy Gone Wrong Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman DAW,4827
20930,The Ghosts in Baker Street: New Tales of Sherlock Holmes,Martin H. Greenberg/Daniel Stashower,3.58,en-US,320,Running Press,The Ghosts in Baker Street: New Tales of Sherlock Holmes Martin H. Greenberg/Daniel Stashower Running Press,4828
20932,Christmas Bestiary,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,3.62,eng,315,DAW,Christmas Bestiary Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon DAW,4829
20934,Black Cats and Broken Mirrors,John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou,3.38,eng,320,DAW,Black Cats and Broken Mirrors John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou DAW,4830
20935,Time Twisters,Jean Rabe/Martin H. Greenberg/Stephen Leigh/Gene DeWeese/Joe Masdon/Donald J. Bingle/Skip Williams/Penny Williams/Pierce Askegren/Nancy Virginia Varian/Wes Nicholson/John Helfers/Chris Pierson/Harry Turtledove/Kevin J. Anderson/Robert E. Vardeman/Jackie Cassada/James M. Ward/Jon L. Breen/Linda P. Baker,3.36,eng,306,DAW,Time Twisters Jean Rabe/Martin H. Greenberg/Stephen Leigh/Gene DeWeese/Joe Masdon/Donald J. Bingle/Skip Williams/Penny Williams/Pierce Askegren/Nancy Virginia Varian/Wes Nicholson/John Helfers/Chris Pierson/Harry Turtledove/Kevin J. Anderson/Robert E. Vardeman/Jackie Cassada/James M. Ward/Jon L. Breen/Linda P. Baker DAW,4831
20941,The Western Canon: The Books and School of the Ages,Harold Bloom,3.86,eng,546,Riverhead Books,The Western Canon: The Books and School of the Ages Harold Bloom Riverhead Books,4832
20942,Shakespeare: The Invention of the Human,Harold Bloom,4.02,eng,745,The Berkley Publishing Group,Shakespeare: The Invention of the Human Harold Bloom The Berkley Publishing Group,4833
20949,American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.15,eng,811,Little  Brown & Company (Boston/Toronto),American Caesar: Douglas MacArthur 1880-1964 William Manchester Little  Brown & Company (Boston/Toronto),4834
20954,Winchester Shotguns,Dennis Adler/R.L. Wilson,5,eng,372,Chartwell Books,Winchester Shotguns Dennis Adler/R.L. Wilson Chartwell Books,4835
20957,Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary),R. McL. Wilson,5,eng,512,T&T Clark Int'l,Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary) R. McL. Wilson T&T Clark Int'l,4836
20962,Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4,Arthur Yorinks/Raymond Jafelice,2.75,eng,24,Volo,Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4 Arthur Yorinks/Raymond Jafelice Volo,4837
20971,Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,Wayne W. Dyer,4.02,eng,1,Hay House,Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire Wayne W. Dyer Hay House,4838
20972,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,4.27,eng,288,Harper,There's a Spiritual Solution to Every Problem Wayne W. Dyer Harper,4839
21004,Michael Smith Elements of Style,Michael S.  Smith/Diane Dorrans Saeks,4.17,eng,212,Rizzoli International Publications,Michael Smith Elements of Style Michael S.  Smith/Diane Dorrans Saeks Rizzoli International Publications,4840
21010,Spares,Michael Marshall Smith,4.13,eng,317,HarperCollins,Spares Michael Marshall Smith HarperCollins,4841
21012,One of Us,Michael Marshall Smith,4.04,eng,368,Bantam,One of Us Michael Marshall Smith Bantam,4842
21016,The Secret City (Pyrates  #1),Chris Archer,4.11,eng,184,Scholastic Paperbacks,The Secret City (Pyrates  #1) Chris Archer Scholastic Paperbacks,4843
21029,The Theory and Practice of Group Psychotherapy,Irvin D. Yalom/Molyn Leszcz,4.17,en-US,688,Basic Books,The Theory and Practice of Group Psychotherapy Irvin D. Yalom/Molyn Leszcz Basic Books,4844
21031,When Nietzsche Wept,Irvin D. Yalom,4.32,eng,310,Harper Perennial,When Nietzsche Wept Irvin D. Yalom Harper Perennial,4845
21032,Existential Psychotherapy,Irvin D. Yalom,4.39,en-US,544,Basic Books,Existential Psychotherapy Irvin D. Yalom Basic Books,4846
21059,Crown of Stars (Crown of Stars  #7),Kate Elliott,3.91,eng,609,DAW,Crown of Stars (Crown of Stars  #7) Kate Elliott DAW,4847
21060,Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,eng,471,Firebird,Crown Duel (Crown & Court #1-2) Sherwood Smith Firebird,4848
21062,A Rose for the Crown,Anne Easter Smith,4.02,eng,650,Simon & Schuster,A Rose for the Crown Anne Easter Smith Simon & Schuster,4849
21063,The Bloody Crown of Conan (Conan the Cimmerian  #2),Robert E. Howard/Gary Gianni/Patrice Louinet,4.3,eng,366,Del Rey Ballantine Random House,The Bloody Crown of Conan (Conan the Cimmerian  #2) Robert E. Howard/Gary Gianni/Patrice Louinet Del Rey Ballantine Random House,4850
21070,Rough Crossings: Britain  the Slaves and the American Revolution,Simon Schama,3.98,eng,496,Ecco / HarperCollins,Rough Crossings: Britain  the Slaves and the American Revolution Simon Schama Ecco / HarperCollins,4851
21071,Landscape and Memory,Simon Schama,4.17,eng,672,Vintage,Landscape and Memory Simon Schama Vintage,4852
21073,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,Simon Schama,4.06,en-US,720,Vintage,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age Simon Schama Vintage,4853
21089,The Feelings Book: The Care & Keeping of Your Emotions,Lynda Madison/Bonnie Timmons/Norm Bendell,4.16,eng,104,American Girl Publishing Inc,The Feelings Book: The Care & Keeping of Your Emotions Lynda Madison/Bonnie Timmons/Norm Bendell American Girl Publishing Inc,4854
21093,What Would You Do? (American Girl Library),Patti Kelley Criswell/Norm Bendell,4.26,en-US,63,American Girl Publishing Inc,What Would You Do? (American Girl Library) Patti Kelley Criswell/Norm Bendell American Girl Publishing Inc,4855
21107,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,Mymi Doinet/Benjamin Chaud,2,eng,32,Chronicle Books,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do Mymi Doinet/Benjamin Chaud Chronicle Books,4856
21114,The Capricorn Stone,Madeleine Brent,3.91,eng,346,Fawcett,The Capricorn Stone Madeleine Brent Fawcett,4857
21119,The Ethics of Ambiguity,Simone de Beauvoir/Bernard Frechtman,4.15,eng,162,Citadel,The Ethics of Ambiguity Simone de Beauvoir/Bernard Frechtman Citadel,4858
21125,A Transatlantic Love Affair: Letters to Nelson Algren,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,4.01,eng,560,The New Press,A Transatlantic Love Affair: Letters to Nelson Algren Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves The New Press,4859
21143,What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),Time-Life Books,3.85,eng,192,Time Life Medical,What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like) Time-Life Books Time Life Medical,4860
21151,Sudden Fiction International: 60 Short-Short Stories,Robert Shapard/James Thomas,3.76,en-US,352,W. W. Norton  Company,Sudden Fiction International: 60 Short-Short Stories Robert Shapard/James Thomas W. W. Norton  Company,4861
21152,Sudden Fiction: American Short-Short Stories,Robert Shapard/James Thomas,3.84,eng,264,Gibbs Smith,Sudden Fiction: American Short-Short Stories Robert Shapard/James Thomas Gibbs Smith,4862
21173,Sarah Bernhardt,Elizabeth Silverthorne/Betty McCollum,4.25,eng,136,Chelsea House Publishers,Sarah Bernhardt Elizabeth Silverthorne/Betty McCollum Chelsea House Publishers,4863
21179,The Art of Controversy (The Essays of Arthur Schopenhauer),Thomas Bailey Saunders,3.85,eng,76,Kessinger Publishing,The Art of Controversy (The Essays of Arthur Schopenhauer) Thomas Bailey Saunders Kessinger Publishing,4864
21182,The Wisdom of Life,Arthur Schopenhauer/Thomas Bailey Saunders,4.14,eng,96,Dover Publications,The Wisdom of Life Arthur Schopenhauer/Thomas Bailey Saunders Dover Publications,4865
